Team, Player, Attacking, Offensive Awareness, Finishing, Kicking Power, Weak Foot Usage, Weak Foot Acc., LWF, SS, CF, RWF, LMF, DMF, CMF, AMF, RMF, LB, CB, RB, GK, Position, Age, Stronger Foot, Height, Weight, Dribbling, Ball Control, Tight Possession, Balance, Defending, Heading, Jump, Defensive Awareness, Ball Winning, Aggression, Passing, Low Pass, Lofted Pass, Place Kicking, Curl, Physicality, Speed, Acceleration, Physical Contact, Stamina, Form, Injury Resistance, Goalkeeping, GK Awareness, GK Catching, GK Clearing, GK Reflexes, GK Reach
arsenal-tula, d-khlusevich, 71.0, 70.0, 67.0, 75.0, 2.0, 2.0, 69.0, 68.0, 68.0, 69.0, 67.0, 69.0, 68.0, 68.0, 67.0, 68.0, 63.0, 68.0, 40.0, 4.0, 18.0, 1.0, 185.0, 71.0, 73.0, 72.0, 70.0, 64.0, 63.0, 64.0, 74.0, 57.0, 59.0, 63.0, 70.0, 72.0, 70.0, 68.0, 68.0, 70.0, 73.0, 68.0, 70.0, 69.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, s-tkachev, 76.0, 72.0, 75.0, 81.0, 2.0, 2.0, 77.0, 77.0, 76.0, 77.0, 75.0, 79.0, 77.0, 77.0, 75.0, 77.0, 69.0, 77.0, 40.0, 4.0, 30.0, 1.0, 184.0, 77.0, 73.0, 75.0, 73.0, 78.0, 64.0, 66.0, 75.0, 60.0, 55.0, 64.0, 81.0, 79.0, 81.0, 83.0, 82.0, 76.0, 74.0, 75.0, 75.0, 78.0, 6.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, a-lomovitski, 72.0, 71.0, 67.0, 77.0, 2.0, 3.0, 74.0, 74.0, 71.0, 74.0, 73.0, 72.0, 71.0, 72.0, 73.0, 74.0, 66.0, 74.0, 40.0, 4.0, 21.0, 1.0, 181.0, 71.0, 72.0, 71.0, 70.0, 73.0, 65.0, 65.0, 69.0, 60.0, 61.0, 69.0, 69.0, 74.0, 68.0, 67.0, 67.0, 77.0, 84.0, 81.0, 67.0, 74.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, i-gorbatenko, 74.0, 71.0, 71.0, 81.0, 2.0, 2.0, 74.0, 74.0, 72.0, 74.0, 73.0, 75.0, 74.0, 73.0, 73.0, 73.0, 67.0, 73.0, 40.0, 5.0, 30.0, -1.0, 170.0, 68.0, 72.0, 73.0, 72.0, 74.0, 65.0, 65.0, 63.0, 67.0, 60.0, 69.0, 76.0, 77.0, 74.0, 76.0, 75.0, 73.0, 70.0, 75.0, 66.0, 79.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, v-panteleev, 72.0, 67.0, 68.0, 82.0, 2.0, 2.0, 69.0, 68.0, 66.0, 69.0, 68.0, 69.0, 67.0, 68.0, 68.0, 67.0, 60.0, 67.0, 40.0, 5.0, 23.0, -1.0, 177.0, 75.0, 72.0, 70.0, 67.0, 68.0, 60.0, 62.0, 64.0, 57.0, 55.0, 62.0, 75.0, 73.0, 70.0, 75.0, 82.0, 70.0, 75.0, 70.0, 65.0, 70.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, e-kangwa, 73.0, 76.0, 74.0, 70.0, 4.0, 4.0, 72.0, 72.0, 71.0, 72.0, 71.0, 69.0, 68.0, 70.0, 71.0, 69.0, 60.0, 69.0, 40.0, 6.0, 27.0, 1.0, 180.0, 71.0, 74.0, 73.0, 72.0, 73.0, 56.0, 64.0, 67.0, 49.0, 48.0, 52.0, 65.0, 68.0, 61.0, 64.0, 66.0, 78.0, 83.0, 85.0, 68.0, 74.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, d-lesovoy, 72.0, 74.0, 71.0, 71.0, 2.0, 2.0, 69.0, 69.0, 67.0, 69.0, 67.0, 66.0, 66.0, 67.0, 67.0, 64.0, 55.0, 64.0, 40.0, 6.0, 21.0, 1.0, 175.0, 68.0, 77.0, 73.0, 75.0, 75.0, 52.0, 61.0, 63.0, 46.0, 42.0, 49.0, 66.0, 71.0, 62.0, 66.0, 65.0, 73.0, 77.0, 81.0, 64.0, 70.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, l-banda, 69.0, 72.0, 68.0, 67.0, 2.0, 3.0, 67.0, 67.0, 65.0, 67.0, 67.0, 62.0, 61.0, 63.0, 67.0, 65.0, 55.0, 65.0, 40.0, 6.0, 18.0, 1.0, 169.0, 69.0, 75.0, 70.0, 72.0, 81.0, 55.0, 52.0, 67.0, 46.0, 52.0, 59.0, 58.0, 57.0, 53.0, 63.0, 59.0, 76.0, 83.0, 87.0, 60.0, 73.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, y-ivakin, 66.0, 68.0, 65.0, 65.0, 2.0, 2.0, 63.0, 63.0, 61.0, 63.0, 61.0, 61.0, 60.0, 61.0, 61.0, 60.0, 52.0, 60.0, 40.0, 6.0, 21.0, 1.0, 173.0, 65.0, 68.0, 67.0, 69.0, 73.0, 54.0, 61.0, 65.0, 46.0, 45.0, 52.0, 66.0, 70.0, 64.0, 64.0, 64.0, 68.0, 70.0, 75.0, 61.0, 66.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, g-adzhoev, 71.0, 71.0, 70.0, 71.0, 2.0, 2.0, 63.0, 63.0, 63.0, 63.0, 61.0, 60.0, 59.0, 61.0, 61.0, 60.0, 55.0, 60.0, 40.0, 5.0, 24.0, 1.0, 185.0, 80.0, 69.0, 67.0, 66.0, 67.0, 55.0, 70.0, 75.0, 43.0, 41.0, 47.0, 59.0, 66.0, 58.0, 53.0, 59.0, 71.0, 74.0, 71.0, 73.0, 64.0, 3.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, a-tudorie, 75.0, 75.0, 74.0, 77.0, 2.0, 2.0, 64.0, 64.0, 67.0, 64.0, 61.0, 62.0, 61.0, 63.0, 61.0, 62.0, 61.0, 62.0, 40.0, 6.0, 23.0, 1.0, 192.0, 78.0, 65.0, 69.0, 65.0, 59.0, 61.0, 83.0, 76.0, 46.0, 46.0, 55.0, 59.0, 65.0, 57.0, 57.0, 56.0, 73.0, 73.0, 64.0, 82.0, 72.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
arsenal-tula, e-lutsenko, 76.0, 80.0, 74.0, 75.0, 2.0, 3.0, 72.0, 71.0, 73.0, 72.0, 69.0, 71.0, 69.0, 71.0, 69.0, 70.0, 67.0, 70.0, 40.0, 6.0, 32.0, -1.0, 187.0, 85.0, 76.0, 71.0, 62.0, 68.0, 63.0, 80.0, 73.0, 56.0, 45.0, 63.0, 67.0, 73.0, 61.0, 71.0, 62.0, 76.0, 76.0, 69.0, 85.0, 75.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, i-pomazun, 53.0, 42.0, 42.0, 75.0, 2.0, 2.0, 48.0, 48.0, 44.0, 48.0, 47.0, 50.0, 47.0, 46.0, 47.0, 50.0, 51.0, 50.0, 69.0, 1.0, 23.0, 1.0, 190.0, 84.0, 44.0, 50.0, 46.0, 62.0, 54.0, 70.0, 66.0, 42.0, 45.0, 47.0, 57.0, 61.0, 60.0, 52.0, 56.0, 63.0, 65.0, 60.0, 80.0, 48.0, 4.0, 2.0, 76.0, 77.0, 73.0, 75.0, 77.0, 79.0
cska-moskva, i-akinfeev, 52.0, 41.0, 41.0, 75.0, 2.0, 2.0, 52.0, 52.0, 48.0, 52.0, 54.0, 57.0, 54.0, 51.0, 54.0, 58.0, 58.0, 58.0, 80.0, 1.0, 33.0, 1.0, 186.0, 82.0, 45.0, 55.0, 46.0, 65.0, 59.0, 60.0, 75.0, 64.0, 43.0, 55.0, 62.0, 64.0, 67.0, 55.0, 60.0, 68.0, 68.0, 63.0, 80.0, 62.0, 6.0, 2.0, 87.0, 89.0, 81.0, 88.0, 90.0, 87.0
cska-moskva, v-torop, 53.0, 40.0, 40.0, 79.0, 2.0, 2.0, 51.0, 51.0, 46.0, 51.0, 51.0, 55.0, 51.0, 49.0, 51.0, 56.0, 57.0, 56.0, 63.0, 1.0, 16.0, 1.0, 189.0, 84.0, 49.0, 55.0, 50.0, 67.0, 63.0, 60.0, 81.0, 59.0, 55.0, 61.0, 61.0, 62.0, 63.0, 59.0, 60.0, 66.0, 65.0, 61.0, 82.0, 55.0, 4.0, 3.0, 69.0, 71.0, 62.0, 69.0, 75.0, 67.0
cska-moskva, v-vasin, 61.0, 55.0, 55.0, 73.0, 2.0, 3.0, 68.0, 68.0, 64.0, 68.0, 68.0, 73.0, 69.0, 67.0, 68.0, 74.0, 77.0, 74.0, 40.0, 2.0, 31.0, 1.0, 192.0, 83.0, 61.0, 68.0, 55.0, 68.0, 80.0, 83.0, 75.0, 84.0, 79.0, 77.0, 70.0, 76.0, 69.0, 64.0, 72.0, 76.0, 74.0, 69.0, 83.0, 77.0, 4.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, k-nababkin, 61.0, 66.0, 46.0, 71.0, 3.0, 3.0, 73.0, 72.0, 67.0, 73.0, 74.0, 77.0, 75.0, 71.0, 74.0, 79.0, 77.0, 79.0, 40.0, 2.0, 33.0, 1.0, 184.0, 77.0, 68.0, 77.0, 65.0, 71.0, 78.0, 75.0, 75.0, 83.0, 77.0, 80.0, 69.0, 79.0, 77.0, 50.0, 69.0, 79.0, 82.0, 74.0, 79.0, 80.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, h-magnusson, 67.0, 62.0, 57.0, 81.0, 2.0, 2.0, 72.0, 71.0, 68.0, 72.0, 72.0, 76.0, 73.0, 70.0, 72.0, 78.0, 78.0, 78.0, 40.0, 2.0, 26.0, -1.0, 190.0, 81.0, 63.0, 68.0, 69.0, 67.0, 80.0, 77.0, 81.0, 78.0, 80.0, 82.0, 74.0, 75.0, 79.0, 71.0, 71.0, 76.0, 77.0, 71.0, 81.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, c-gogoua, 59.0, 52.0, 52.0, 73.0, 2.0, 2.0, 56.0, 55.0, 54.0, 56.0, 55.0, 58.0, 55.0, 54.0, 55.0, 61.0, 64.0, 61.0, 40.0, 2.0, 25.0, 1.0, 190.0, 84.0, 55.0, 59.0, 56.0, 60.0, 73.0, 79.0, 70.0, 71.0, 70.0, 75.0, 55.0, 60.0, 62.0, 47.0, 52.0, 70.0, 69.0, 64.0, 80.0, 67.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, z-sarlija, 59.0, 52.0, 53.0, 73.0, 2.0, 1.0, 57.0, 57.0, 55.0, 57.0, 57.0, 61.0, 58.0, 55.0, 57.0, 64.0, 69.0, 64.0, 40.0, 2.0, 23.0, 1.0, 189.0, 80.0, 54.0, 55.0, 60.0, 61.0, 77.0, 83.0, 73.0, 77.0, 73.0, 79.0, 59.0, 62.0, 65.0, 56.0, 53.0, 72.0, 69.0, 64.0, 83.0, 71.0, 6.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, v-karpov, 57.0, 52.0, 52.0, 66.0, 3.0, 3.0, 53.0, 53.0, 52.0, 53.0, 53.0, 57.0, 53.0, 52.0, 53.0, 59.0, 61.0, 59.0, 40.0, 2.0, 17.0, -1.0, 190.0, 73.0, 56.0, 59.0, 56.0, 62.0, 69.0, 70.0, 69.0, 69.0, 72.0, 65.0, 57.0, 60.0, 61.0, 52.0, 56.0, 68.0, 64.0, 62.0, 78.0, 68.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, i-diveev, 61.0, 56.0, 55.0, 73.0, 1.0, 2.0, 65.0, 65.0, 61.0, 65.0, 65.0, 69.0, 65.0, 63.0, 65.0, 71.0, 74.0, 71.0, 40.0, 2.0, 20.0, 1.0, 193.0, 85.0, 60.0, 62.0, 55.0, 65.0, 79.0, 81.0, 77.0, 75.0, 82.0, 82.0, 63.0, 73.0, 70.0, 48.0, 60.0, 77.0, 79.0, 72.0, 82.0, 75.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, g-shchennikov, 61.0, 69.0, 52.0, 61.0, 2.0, 3.0, 73.0, 72.0, 68.0, 73.0, 74.0, 75.0, 73.0, 71.0, 74.0, 76.0, 71.0, 76.0, 40.0, 2.0, 28.0, -1.0, 180.0, 75.0, 71.0, 77.0, 68.0, 72.0, 72.0, 68.0, 72.0, 75.0, 71.0, 74.0, 70.0, 74.0, 73.0, 62.0, 70.0, 77.0, 81.0, 82.0, 65.0, 80.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, m-fernandes, 71.0, 71.0, 64.0, 78.0, 2.0, 3.0, 79.0, 78.0, 76.0, 79.0, 79.0, 81.0, 79.0, 78.0, 79.0, 82.0, 80.0, 82.0, 40.0, 2.0, 29.0, 1.0, 187.0, 80.0, 76.0, 78.0, 77.0, 75.0, 78.0, 81.0, 78.0, 78.0, 77.0, 77.0, 68.0, 77.0, 72.0, 55.0, 69.0, 80.0, 83.0, 77.0, 76.0, 85.0, 7.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, k-bistrovic, 69.0, 64.0, 61.0, 82.0, 2.0, 2.0, 72.0, 71.0, 68.0, 72.0, 71.0, 74.0, 72.0, 71.0, 71.0, 74.0, 70.0, 74.0, 40.0, 3.0, 21.0, 1.0, 183.0, 75.0, 73.0, 76.0, 67.0, 65.0, 71.0, 70.0, 69.0, 70.0, 73.0, 71.0, 72.0, 77.0, 75.0, 65.0, 70.0, 73.0, 74.0, 70.0, 74.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, j-bijol, 65.0, 64.0, 55.0, 77.0, 2.0, 2.0, 69.0, 69.0, 67.0, 69.0, 69.0, 74.0, 71.0, 69.0, 69.0, 74.0, 76.0, 74.0, 40.0, 3.0, 20.0, 1.0, 190.0, 85.0, 68.0, 76.0, 63.0, 65.0, 79.0, 81.0, 80.0, 77.0, 81.0, 75.0, 67.0, 75.0, 70.0, 57.0, 65.0, 74.0, 70.0, 65.0, 83.0, 79.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, k-maradishvili, 64.0, 62.0, 57.0, 72.0, 2.0, 3.0, 63.0, 63.0, 60.0, 63.0, 63.0, 64.0, 63.0, 63.0, 63.0, 64.0, 58.0, 64.0, 40.0, 3.0, 19.0, 1.0, 180.0, 78.0, 68.0, 70.0, 70.0, 65.0, 61.0, 60.0, 62.0, 62.0, 58.0, 64.0, 69.0, 72.0, 71.0, 65.0, 67.0, 67.0, 73.0, 67.0, 61.0, 68.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, i-akhmetov, 70.0, 70.0, 61.0, 79.0, 2.0, 3.0, 77.0, 77.0, 72.0, 77.0, 77.0, 78.0, 77.0, 76.0, 77.0, 78.0, 69.0, 78.0, 40.0, 4.0, 22.0, 1.0, 173.0, 67.0, 79.0, 80.0, 82.0, 80.0, 69.0, 61.0, 62.0, 71.0, 75.0, 77.0, 75.0, 79.0, 76.0, 70.0, 73.0, 74.0, 77.0, 81.0, 61.0, 76.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, a-dzagoev, 75.0, 73.0, 73.0, 80.0, 2.0, 4.0, 80.0, 80.0, 77.0, 80.0, 78.0, 80.0, 79.0, 79.0, 78.0, 79.0, 71.0, 79.0, 40.0, 4.0, 29.0, 1.0, 179.0, 75.0, 78.0, 82.0, 77.0, 75.0, 68.0, 65.0, 72.0, 70.0, 66.0, 68.0, 78.0, 82.0, 77.0, 75.0, 76.0, 76.0, 76.0, 80.0, 66.0, 80.0, 4.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, a-gordyushenko, 64.0, 61.0, 60.0, 71.0, 2.0, 2.0, 66.0, 66.0, 63.0, 66.0, 66.0, 68.0, 67.0, 66.0, 66.0, 67.0, 62.0, 67.0, 40.0, 4.0, 22.0, 1.0, 176.0, 71.0, 69.0, 70.0, 65.0, 71.0, 65.0, 65.0, 66.0, 60.0, 64.0, 69.0, 67.0, 73.0, 71.0, 59.0, 64.0, 72.0, 70.0, 74.0, 63.0, 79.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, i-oblyakov, 71.0, 69.0, 63.0, 81.0, 2.0, 3.0, 76.0, 76.0, 72.0, 76.0, 76.0, 78.0, 77.0, 76.0, 76.0, 76.0, 70.0, 76.0, 40.0, 4.0, 21.0, -1.0, 175.0, 74.0, 76.0, 79.0, 75.0, 75.0, 68.0, 66.0, 67.0, 65.0, 71.0, 72.0, 77.0, 81.0, 77.0, 75.0, 76.0, 74.0, 75.0, 77.0, 67.0, 78.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, d-efremov, 69.0, 71.0, 60.0, 77.0, 2.0, 3.0, 74.0, 73.0, 70.0, 74.0, 74.0, 74.0, 72.0, 72.0, 74.0, 74.0, 68.0, 74.0, 40.0, 4.0, 24.0, 1.0, 180.0, 70.0, 77.0, 75.0, 73.0, 71.0, 67.0, 63.0, 61.0, 69.0, 73.0, 68.0, 68.0, 72.0, 70.0, 61.0, 67.0, 75.0, 81.0, 77.0, 65.0, 77.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, k-kuchaev, 70.0, 73.0, 63.0, 75.0, 2.0, 3.0, 74.0, 74.0, 71.0, 74.0, 74.0, 74.0, 73.0, 73.0, 74.0, 74.0, 68.0, 74.0, 40.0, 4.0, 21.0, 1.0, 182.0, 72.0, 79.0, 76.0, 71.0, 73.0, 67.0, 63.0, 65.0, 65.0, 73.0, 69.0, 68.0, 76.0, 69.0, 60.0, 67.0, 75.0, 79.0, 77.0, 67.0, 76.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, lucas-santos, 73.0, 73.0, 71.0, 75.0, 2.0, 2.0, 70.0, 70.0, 69.0, 70.0, 70.0, 68.0, 67.0, 69.0, 70.0, 68.0, 59.0, 68.0, 40.0, 4.0, 20.0, 1.0, 164.0, 59.0, 74.0, 72.0, 69.0, 77.0, 57.0, 64.0, 66.0, 61.0, 45.0, 49.0, 67.0, 70.0, 68.0, 62.0, 66.0, 74.0, 80.0, 83.0, 60.0, 74.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, n-tiknizyan, 65.0, 67.0, 58.0, 70.0, 2.0, 2.0, 65.0, 64.0, 61.0, 65.0, 64.0, 65.0, 64.0, 64.0, 64.0, 64.0, 56.0, 64.0, 40.0, 4.0, 20.0, -1.0, 180.0, 74.0, 73.0, 72.0, 70.0, 65.0, 58.0, 60.0, 61.0, 56.0, 53.0, 62.0, 67.0, 70.0, 73.0, 57.0, 67.0, 69.0, 75.0, 73.0, 62.0, 67.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, n-vlasic, 75.0, 74.0, 71.0, 81.0, 2.0, 3.0, 80.0, 80.0, 77.0, 80.0, 79.0, 80.0, 79.0, 79.0, 79.0, 78.0, 69.0, 78.0, 40.0, 5.0, 22.0, 1.0, 178.0, 79.0, 82.0, 81.0, 80.0, 79.0, 65.0, 69.0, 61.0, 59.0, 63.0, 72.0, 76.0, 80.0, 76.0, 73.0, 75.0, 79.0, 79.0, 82.0, 73.0, 81.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, a-sigurdsson, 73.0, 73.0, 71.0, 75.0, 2.0, 3.0, 75.0, 75.0, 74.0, 75.0, 75.0, 74.0, 74.0, 75.0, 75.0, 73.0, 65.0, 73.0, 40.0, 6.0, 20.0, 1.0, 177.0, 75.0, 76.0, 80.0, 75.0, 75.0, 62.0, 72.0, 69.0, 51.0, 55.0, 61.0, 71.0, 78.0, 70.0, 65.0, 70.0, 76.0, 80.0, 81.0, 69.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, t-nishimura, 75.0, 77.0, 74.0, 75.0, 3.0, 3.0, 75.0, 75.0, 75.0, 75.0, 74.0, 74.0, 73.0, 74.0, 74.0, 74.0, 66.0, 74.0, 40.0, 5.0, 23.0, 1.0, 178.0, 70.0, 77.0, 77.0, 75.0, 71.0, 64.0, 73.0, 75.0, 55.0, 51.0, 68.0, 70.0, 73.0, 71.0, 70.0, 65.0, 75.0, 77.0, 78.0, 69.0, 75.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, f-chalov, 81.0, 85.0, 79.0, 79.0, 2.0, 4.0, 82.0, 82.0, 81.0, 82.0, 80.0, 79.0, 78.0, 80.0, 80.0, 78.0, 69.0, 78.0, 40.0, 6.0, 21.0, 1.0, 180.0, 77.0, 77.0, 80.0, 81.0, 82.0, 62.0, 81.0, 69.0, 50.0, 48.0, 62.0, 73.0, 75.0, 69.0, 69.0, 78.0, 82.0, 84.0, 88.0, 78.0, 78.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
cska-moskva, l-n-diaye, 73.0, 73.0, 70.0, 75.0, 2.0, 2.0, 69.0, 69.0, 67.0, 69.0, 67.0, 65.0, 65.0, 66.0, 67.0, 65.0, 58.0, 65.0, 40.0, 6.0, 19.0, -1.0, 180.0, 82.0, 75.0, 74.0, 67.0, 70.0, 55.0, 67.0, 63.0, 52.0, 45.0, 49.0, 63.0, 67.0, 60.0, 62.0, 62.0, 75.0, 79.0, 81.0, 70.0, 70.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, a-shunin, 53.0, 40.0, 40.0, 80.0, 4.0, 4.0, 58.0, 58.0, 52.0, 58.0, 60.0, 64.0, 61.0, 57.0, 60.0, 63.0, 63.0, 63.0, 77.0, 1.0, 32.0, -1.0, 190.0, 83.0, 57.0, 61.0, 46.0, 60.0, 62.0, 70.0, 82.0, 64.0, 40.0, 53.0, 67.0, 70.0, 75.0, 55.0, 68.0, 70.0, 69.0, 63.0, 84.0, 63.0, 6.0, 2.0, 83.0, 82.0, 80.0, 81.0, 84.0, 86.0
dinamo-moskva, i-leshchuk, 50.0, 42.0, 40.0, 67.0, 2.0, 2.0, 50.0, 50.0, 46.0, 50.0, 50.0, 54.0, 52.0, 49.0, 50.0, 54.0, 54.0, 54.0, 66.0, 1.0, 23.0, -1.0, 187.0, 84.0, 57.0, 61.0, 45.0, 63.0, 58.0, 61.0, 71.0, 59.0, 49.0, 52.0, 56.0, 63.0, 60.0, 55.0, 45.0, 64.0, 59.0, 58.0, 75.0, 65.0, 4.0, 2.0, 73.0, 77.0, 73.0, 75.0, 70.0, 72.0
dinamo-moskva, e-sedov, 51.0, 42.0, 42.0, 69.0, 2.0, 2.0, 50.0, 49.0, 46.0, 50.0, 49.0, 54.0, 51.0, 49.0, 49.0, 54.0, 56.0, 54.0, 63.0, 1.0, 20.0, 1.0, 194.0, 93.0, 55.0, 58.0, 46.0, 63.0, 61.0, 70.0, 71.0, 65.0, 51.0, 47.0, 57.0, 63.0, 60.0, 52.0, 51.0, 64.0, 62.0, 57.0, 77.0, 58.0, 4.0, 2.0, 70.0, 70.0, 68.0, 72.0, 70.0, 71.0
dinamo-moskva, z-pliev, 62.0, 61.0, 55.0, 70.0, 2.0, 2.0, 71.0, 70.0, 67.0, 71.0, 71.0, 75.0, 72.0, 70.0, 71.0, 75.0, 74.0, 75.0, 40.0, 2.0, 28.0, -1.0, 188.0, 78.0, 74.0, 75.0, 70.0, 70.0, 76.0, 79.0, 72.0, 79.0, 75.0, 75.0, 69.0, 75.0, 73.0, 60.0, 67.0, 74.0, 74.0, 68.0, 79.0, 75.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, v-rykov, 62.0, 55.0, 50.0, 82.0, 2.0, 2.0, 64.0, 64.0, 61.0, 64.0, 64.0, 71.0, 67.0, 63.0, 64.0, 71.0, 74.0, 71.0, 40.0, 2.0, 32.0, 1.0, 192.0, 88.0, 60.0, 65.0, 55.0, 61.0, 78.0, 82.0, 72.0, 83.0, 75.0, 76.0, 71.0, 73.0, 73.0, 69.0, 67.0, 72.0, 67.0, 61.0, 84.0, 75.0, 5.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, r-neustadter, 67.0, 68.0, 59.0, 75.0, 2.0, 3.0, 73.0, 72.0, 70.0, 73.0, 72.0, 76.0, 74.0, 72.0, 72.0, 76.0, 75.0, 76.0, 40.0, 2.0, 31.0, 1.0, 188.0, 83.0, 71.0, 75.0, 73.0, 70.0, 76.0, 77.0, 74.0, 81.0, 75.0, 73.0, 71.0, 77.0, 73.0, 62.0, 70.0, 74.0, 73.0, 70.0, 76.0, 76.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, i-ordets, 62.0, 58.0, 49.0, 78.0, 2.0, 2.0, 66.0, 66.0, 62.0, 66.0, 66.0, 72.0, 68.0, 65.0, 66.0, 74.0, 76.0, 74.0, 40.0, 2.0, 27.0, 1.0, 194.0, 82.0, 59.0, 67.0, 57.0, 62.0, 80.0, 80.0, 75.0, 83.0, 81.0, 80.0, 66.0, 75.0, 73.0, 56.0, 60.0, 78.0, 77.0, 68.0, 89.0, 77.0, 5.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, r-evgenyev, 59.0, 55.0, 49.0, 73.0, 2.0, 2.0, 65.0, 64.0, 60.0, 65.0, 65.0, 69.0, 66.0, 63.0, 65.0, 71.0, 74.0, 71.0, 40.0, 2.0, 20.0, 1.0, 192.0, 82.0, 62.0, 67.0, 55.0, 60.0, 79.0, 81.0, 79.0, 77.0, 81.0, 78.0, 66.0, 72.0, 74.0, 55.0, 62.0, 76.0, 75.0, 70.0, 82.0, 75.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
dinamo-moskva, t-sunjic, 61.0, 56.0, 55.0, 71.0, 1.0, 3.0, 66.0, 66.0, 63.0, 66.0, 66.0, 71.0, 68.0, 66.0, 66.0, 72.0, 75.0, 72.0, 40.0, 2.0, 31.0, 1.0, 193.0, 88.0, 60.0, 67.0, 55.0, 65.0, 79.0, 83.0, 78.0, 74.0, 81.0, 80.0, 67.0, 77.0, 73.0, 57.0, 60.0, 76.0, 73.0, 67.0, 88.0, 74.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
